frequency,word,year
2.2998613601756427e-06,jerome,1960
0.00012670145311513084,katanga,1960
0.00011854739920178083,kennedy s,1960
3.1361745820576944e-06,kissinger,1960
3.972487803939746e-06,koch,1960
6.815952758338722e-05,korea,1960
4.0770269566750016e-05,korean,1960
7.3177406914679516e-06,korean war,1960
1.6726264437641037e-06,lansing,1960
2.1744143768933347e-05,lehman,1960
8.363132218820519e-07,mayor o,1960
2.0907830547051297e-07,mayor o dwyer,1960
1.0453915273525648e-06,mellon,1960
2.2998613601756427e-06,new deal,1960
1.12902284954077e-05,o dwyer,1960
5.0178793312923114e-06,palestine,1960
6.272349164115389e-06,palestinian,1960
0.00010433007442978596,pres,1960
7.505911166391415e-05,president eisenhower,1960
2.0907830547051296e-06,president ford,1960
0.0003131993015948284,president johnson,1960
0.00030420893445959633,president kennedy,1960
2.0907830547051297e-07,president wilson,1960
2.0907830547051297e-07,red army,1960
4.8088010258217975e-06,reparation,1960
0.00022371378685344888,rusk,1960
7.150478047091543e-05,stevenson,1960
0.00015367255452082706,thant,1960
4.3906444148807714e-06,thaw,1960
1.8817047492346168e-06,trench,1960
6.272349164115388e-07,trolley,1960
2.0907830547051296e-06,vanderbilt,1960
2.927096276587181e-06,villa,1960
8.363132218820519e-07,whitman,1960
4.5997227203512845e-06,wilson s,1960
1.9720516890524113e-07,axis,1910
6.507770573872958e-06,boer,1910
9.268642938546334e-06,briand,1910
5.916155067157235e-07,byrnes,1910
8.164293992676983e-05,capt,1910
3.3524878713890997e-06,carey,1910
0.00015559487826623527,carranza,1910
1.4593182498987845e-05,carter,1910
9.860258445262058e-07,carter s,1910
1.577641351241929e-06,congo,1910
3.3524878713890997e-06,coolidge,1910
1.9720516890524113e-07,dawes,1910
7.888206756209645e-07,formosa,1910
3.608854590965913e-05,gould,1910
4.9301292226310285e-06,governor smith,1910
8.282617094020128e-06,harding,1910
0.00011280135661379792,huerta,1910
5.206216459098366e-05,hylan,1910
8.085411925114886e-06,jerome,1910
3.944103378104823e-06,kellogg,1910
5.916155067157235e-07,kennedy s,1910
1.9720516890524113e-07,kissinger,1910
1.183231013431447e-06,koch,1910
2.958077533578617e-06,korea,1910
1.7748465201471702e-06,korean,1910
0.00011240694627598745,lansing,1910
1.9720516890524113e-07,lehman,1910
1.9720516890524113e-07,mayor o,1910
3.746898209199582e-06,mellon,1910
1.380436182336688e-06,new deal,1910
7.888206756209645e-07,o dwyer,1910
5.324539560441512e-06,odell,1910
6.310565404967716e-06,palestine,1910
0.00014731226117221512,petrograd,1910
2.8003133984544243e-05,pittsburg,1910
6.90218091168344e-06,platt,1910
5.916155067157235e-07,pres,1910
1.9720516890524113e-07,president carter,1910
5.916155067157235e-07,president ford,1910
1.9720516890524113e-07,president johnson,1910
1.9720516890524113e-07,president roosevelt s,1910
0.0003275577855516056,president wilson,1910
3.5496930402943404e-06,red army,1910
9.860258445262058e-07,reich,1910
2.7805928815639e-05,reparation,1910
1.202951530321971e-05,seabury,1910
4.535718884820546e-06,stevenson,1910
0.0001289721804640277,teuton,1910
5.2653780097699375e-05,thaw,1910
0.0001068852015466407,trench,1910
3.1750032193743825e-05,trolley,1910
3.7468982091995815e-05,vanderbilt,1910
0.00014770667151002562,villa,1910
0.00013784641306476355,whitman,1910
0.00020430455498582982,wilson s,1910
1.7408240824589495e-05,axis,1930
5.070361405220243e-07,boer,1930
4.47881924127788e-05,briand,1930
1.2506891466209927e-05,byrnes,1930
3.718265030494844e-06,capt,1930
3.042216843132145e-06,carey,1930
5.070361405220243e-07,carranza,1930
5.239373452060916e-06,carter,1930
5.070361405220243e-07,cio,1930
1.690120468406747e-07,congo,1930
2.839402386923335e-05,coolidge,1930
2.3492674510853785e-05,dawes,1930
2.028144562088097e-06,dulles,1930
2.7041927494507957e-06,formosa,1930
5.4083854989015915e-06,gould,1930
0.00011239301114904868,governor lehman,1930
6.760481873626989e-06,governor smith,1930
7.267518014149012e-06,harding,1930
0.00030286958793848906,hitler,1930
7.605542107830362e-06,hylan,1930
1.3520963747253977e-06,jerome,1930
1.656318059038612e-05,kellogg,1930
5.070361405220243e-07,kennedy s,1930
2.366168655769446e-06,koch,1930
2.366168655769446e-06,korea,1930
3.2112288899728194e-06,korean,1930
3.887277077335518e-06,lansing,1930
0.0003324466961356072,lehman,1930
1.3520963747253976e-05,mayor o,1930
5.188669838008714e-05,mellon,1930
0.00014011098683091935,new deal,1930
0.00013605469770674314,nra,1930
1.183084327884723e-06,o dwyer,1930
1.690120468406747e-07,odell,1930
2.9915132290799426e-05,palestine,1930
5.070361405220243e-07,palestinian,1930
1.690120468406747e-07,pittsburg,1930
6.760481873626988e-07,platt,1930
1.690120468406747e-07,pres,1930
1.8591325152474217e-06,president coolidge,1930
0.00014720949279822766,president hoover,1930
6.760481873626988e-07,president johnson,1930
0.00011137893886800464,president roosevelt s,1930
3.2112288899728194e-06,president wilson,1930
1.149281918516588e-05,red army,1930
0.0003452916116954984,reich,1930
5.222472247376849e-05,reparation,1930
1.690120468406747e-07,rusk,1930
0.00017357537210537294,seabury,1930
1.3520963747253977e-06,stevenson,1930
3.380240936813494e-07,teuton,1930
3.549252983654169e-06,thaw,1930
4.732337311538892e-06,trench,1930
8.450602342033736e-06,trolley,1930
1.4366023981457351e-05,vanderbilt,1930
5.915421639423615e-06,villa,1930
3.2112288899728194e-06,whitman,1930
4.056289124176193e-06,willkie,1930
3.549252983654169e-06,wilson s,1930
0.0001375758061283092,wpa,1930
2.3385904847430358e-07,axis,1970
2.3385904847430358e-07,boer,1970
1.1692952423715178e-06,byrnes,1970
7.015771454229108e-06,capt,1970
0.00026075283904884847,carey,1970
0.0009613945482778619,carter,1970
0.00010663972610428243,carter s,1970
2.1047314362687323e-06,congo,1970
1.4031542908458214e-06,dulles,1970
7.483489551177713e-06,eisenhower,1970
4.6771809694860706e-07,eisenhower s,1970
2.3385904847430358e-07,formosa,1970
4.6771809694860706e-07,gould,1970
2.3385904847430358e-07,governor smith,1970
9.354361938972141e-07,harding,1970
2.8063085816916433e-06,hitler,1970
3.7417447755888565e-06,jerome,1970
4.6771809694860706e-07,katanga,1970
2.3385904847430358e-07,kellogg,1970
4.677180969486071e-06,kennedy s,1970
0.00033605545265757416,kissinger,1970
0.0001370414024059419,koch,1970
7.132700978466259e-05,korea,1970
5.98679164094217e-05,korean,1970
3.27402667864025e-06,korean war,1970
1.8708723877944282e-06,lehman,1970
2.3385904847430358e-07,mayor o,1970
2.3385904847430358e-07,mayor o dwyer,1970
2.572449533217339e-06,mellon,1970
1.637013339320125e-06,new deal,1970
6.5480533572805e-06,o dwyer,1970
2.8764662962339338e-05,palestine,1970
0.00014125086527847936,palestinian,1970
2.3385904847430358e-07,pittsburg,1970
1.4031542908458214e-06,pres,1970
0.0001898935473611345,president carter,1970
4.6771809694860706e-07,president eisenhower,1970
0.00021819049222652524,president ford,1970
2.1047314362687323e-06,president johnson,1970
7.015771454229108e-06,president kennedy,1970
1.637013339320125e-06,red army,1970
4.6771809694860706e-07,reparation,1970
1.637013339320125e-06,rusk,1970
0.0001103814708798713,sadat,1970
2.3385904847430358e-07,seabury,1970
2.338590484743036e-06,stevenson,1970
1.4265401956932516e-05,thant,1970
5.8464762118575896e-06,thaw,1970
1.4031542908458214e-06,trench,1970
4.6771809694860706e-07,trolley,1970
2.338590484743036e-06,vanderbilt,1970
3.7417447755888565e-06,villa,1970
0.0002862434753325476,watergate,1970
7.015771454229107e-07,whitman,1970
2.3385904847430358e-07,willkie,1970
4.2094628725374645e-06,wilson s,1970
1.5695156121679838e-06,axis,1950
8.043767512360916e-06,byrnes,1950
1.137898818821788e-05,capt,1950
1.5695156121679838e-06,carey,1950
2.3542734182519758e-06,carter,1950
1.7657050636889816e-06,cio,1950
3.335220675856965e-06,congo,1950
1.5695156121679838e-06,coolidge,1950
3.9237890304199596e-07,dawes,1950
0.0004761517988414621,dulles,1950
0.0015610794657525808,eisenhower,1950
0.00013635166880709358,eisenhower s,1950
0.00010613849327285992,formosa,1950
3.9237890304199596e-07,gould,1950
3.5314101273779632e-06,harding,1950
9.809472576049896e-06,hitler,1950
0.00010044899917875097,impellitteri,1950
7.847578060839919e-07,jerome,1950
1.9618945152099798e-07,kellogg,1950
1.3733261606469857e-06,kennedy s,1950
5.885683545629938e-07,koch,1950
0.0006538994419194862,korea,1950
0.000480860345677966,korean,1950
0.0001053537354667759,korean war,1950
3.9237890304199596e-07,lansing,1950
2.9820796631191686e-05,lehman,1950
1.92265662490578e-05,mayor o,1950
1.8637997894494807e-05,mayor o dwyer,1950
1.96189451520998e-06,mellon,1950
6.0818729971509365e-06,new deal,1950
6.552727680801332e-05,o dwyer,1950
1.628372447624283e-05,palestine,1950
9.8094725760499e-07,palestinian,1950
9.8094725760499e-07,pres,1950
1.9618945152099798e-07,president coolidge,1950
0.0005544313899983402,president eisenhower,1950
7.847578060839919e-07,president ford,1950
1.1771367091259877e-06,president hoover,1950
7.847578060839919e-07,president johnson,1950
3.9237890304199596e-07,president roosevelt s,1950
3.9237890304199596e-07,president wilson,1950
2.7466523212939717e-06,red army,1950
1.5695156121679838e-06,reich,1950
5.4933046425879435e-06,reparation,1950
2.3542734182519758e-06,rusk,1950
1.1771367091259877e-06,seabury,1950
0.0002717223903565822,stevenson,1950
2.1580839667309774e-06,thaw,1950
2.3542734182519758e-06,trench,1950
4.512357384982953e-06,trolley,1950
5.100925739545947e-06,vanderbilt,1950
3.92378903041996e-06,villa,1950
1.9618945152099798e-07,whitman,1950
3.9237890304199596e-07,willkie,1950
2.1580839667309774e-06,wilson s,1950
0.0,odell,1920
0.0,nra,1920
0.0,wpa,1920
0.0,president roosevelt s,1920
0.0,opa,1920
0.0,cio,1920
0.0,willkie,1920
0.0,axis,1920
0.0,mayor o dwyer,1920
0.0,o dwyer,1920
0.0,impellitteri,1920
0.0,korean war,1920
0.0,president eisenhower,1920
0.0,eisenhower s,1920
0.0,formosa,1920
0.0,eisenhower,1920
0.0,illus,1920
0.0,conf,1920
0.0,katanga,1920
0.0,rusk,1920
0.0,president kennedy,1920
0.0,kennedy s,1920
0.0,thant,1920
0.0,sadat,1920
0.0,watergate,1920
0.0,kissinger,1920
0.0,odell,1960
0.0,boer,1960
0.0,platt,1960
0.0,pittsburg,1960
0.0,teuton,1960
0.0,petrograd,1960
0.0,huerta,1960
0.0,carranza,1960
0.0,president coolidge,1960
0.0,governor smith,1960
0.0,hylan,1960
0.0,kellogg,1960
0.0,dawes,1960
0.0,briand,1960
0.0,nra,1960
0.0,wpa,1960
0.0,seabury,1960
0.0,governor lehman,1960
0.0,president hoover,1960
0.0,president roosevelt s,1960
0.0,reich,1960
0.0,opa,1960
0.0,willkie,1960
0.0,formosa,1960
0.0,sadat,1960
0.0,watergate,1960
0.0,president carter,1960
0.0,petrograd,1930
0.0,huerta,1930
0.0,opa,1930
0.0,mayor o dwyer,1930
0.0,impellitteri,1930
0.0,korean war,1930
0.0,president eisenhower,1930
0.0,eisenhower s,1930
0.0,eisenhower,1930
0.0,illus,1930
0.0,conf,1930
0.0,katanga,1930
0.0,president kennedy,1930
0.0,thant,1930
0.0,sadat,1930
0.0,watergate,1930
0.0,president carter,1930
0.0,kissinger,1930
0.0,president ford,1930
0.0,carter s,1930
0.0,petrograd,1900
0.0,huerta,1900
0.0,carranza,1900
0.0,president coolidge,1900
0.0,governor smith,1900
0.0,hylan,1900
0.0,nra,1900
0.0,wpa,1900
0.0,governor lehman,1900
0.0,president hoover,1900
0.0,hitler,1900
0.0,reich,1900
0.0,opa,1900
0.0,cio,1900
0.0,willkie,1900
0.0,mayor o dwyer,1900
0.0,mayor o,1900
0.0,impellitteri,1900
0.0,korean war,1900
0.0,dulles,1900
0.0,president eisenhower,1900
0.0,eisenhower s,1900
0.0,eisenhower,1900
0.0,illus,1900
0.0,conf,1900
0.0,katanga,1900
0.0,president kennedy,1900
0.0,thant,1900
0.0,sadat,1900
0.0,watergate,1900
0.0,kissinger,1900
0.0,president ford,1900
0.0,palestinian,1900
0.0,odell,1970
0.0,platt,1970
0.0,teuton,1970
0.0,petrograd,1970
0.0,huerta,1970
0.0,carranza,1970
0.0,president wilson,1970
0.0,lansing,1970
0.0,president coolidge,1970
0.0,coolidge,1970
0.0,hylan,1970
0.0,dawes,1970
0.0,briand,1970
0.0,nra,1970
0.0,wpa,1970
0.0,governor lehman,1970
0.0,president hoover,1970
0.0,president roosevelt s,1970
0.0,reich,1970
0.0,opa,1970
0.0,cio,1970
0.0,impellitteri,1970
0.0,illus,1970
0.0,conf,1970
0.0,boer,1940
0.0,petrograd,1940
0.0,huerta,1940
0.0,carranza,1940
0.0,governor smith,1940
0.0,hylan,1940
0.0,dawes,1940
0.0,briand,1940
0.0,korean war,1940
0.0,president eisenhower,1940
0.0,stevenson,1940
0.0,illus,1940
0.0,conf,1940
0.0,katanga,1940
0.0,president johnson,1940
0.0,rusk,1940
0.0,thant,1940
0.0,sadat,1940
0.0,watergate,1940
0.0,president carter,1940
0.0,kissinger,1940
0.0,carter s,1940
0.0,president coolidge,1910
0.0,nra,1910
0.0,wpa,1910
0.0,governor lehman,1910
0.0,president hoover,1910
0.0,hitler,1910
0.0,opa,1910
0.0,cio,1910
0.0,willkie,1910
0.0,mayor o dwyer,1910
0.0,impellitteri,1910
0.0,korean war,1910
0.0,dulles,1910
0.0,president eisenhower,1910
0.0,eisenhower s,1910
0.0,eisenhower,1910
0.0,illus,1910
0.0,conf,1910
0.0,katanga,1910
0.0,rusk,1910
0.0,president kennedy,1910
0.0,thant,1910
0.0,sadat,1910
0.0,watergate,1910
0.0,palestinian,1910
0.0,odell,1950
0.0,boer,1950
0.0,platt,1950
0.0,pittsburg,1950
0.0,teuton,1950
0.0,petrograd,1950
0.0,huerta,1950
0.0,carranza,1950
0.0,governor smith,1950
0.0,hylan,1950
0.0,briand,1950
0.0,nra,1950
0.0,wpa,1950
0.0,governor lehman,1950
0.0,opa,1950
0.0,illus,1950
0.0,conf,1950
0.0,katanga,1950
0.0,president kennedy,1950
0.0,thant,1950
0.0,sadat,1950
0.0,watergate,1950
0.0,president carter,1950
0.0,kissinger,1950
0.0,carter s,1950
