frequency,word,year
4.247850372240975e-05,beer,1920
1.6416813032815363e-06,beirut,1920
4.8019178120984944e-05,belgian,1920
3.447530736891226e-05,belgium,1920
3.5090937857642835e-05,benefit,1920
0.00023045101294814565,berlin,1920
6.587246229417163e-05,best,1920
6.44359911538003e-05,better,1920
5.027648991299705e-05,bid,1920
0.00032238516593191167,big,1920
3.898993095293649e-06,big city,1920
8.372574646735835e-05,bishop,1920
4.596707649188301e-05,black,1920
4.863480860971551e-05,blow,1920
7.1823557018567215e-06,bombed,1920
8.003196353497487e-06,bomber,1920
1.1902189448791138e-05,bombing,1920
0.00014631484615496693,bond,1920
8.208406516407682e-07,bonn,1920
6.607767245708184e-05,bonus,1920
6.484641147962068e-05,book,1920
2.0521016291019204e-07,book time,1920
0.00011922710465082155,borah,1920
5.5817164311572226e-05,border,1920
0.0001621160286990517,break,1920
0.00010178424080345523,briand,1920
0.0005337516337294095,british,1920
9.501230542741892e-05,broadway,1920
0.0002300405926223253,brooklyn,1920
0.00010711970503912024,budget,1920
2.811379231869631e-05,burglar,1920
4.104203258203841e-07,burma,1920
5.191817121627858e-05,burned,1920
5.540674398575184e-06,bush,1920
6.751414359745317e-05,buy,1920
0.00011861147416209099,byrd,1920
1.2312609774611522e-06,byrnes,1920
0.00022532075887539082,c,1920
9.644877656779027e-06,cairo,1920
7.408086881057933e-05,california,1920
0.0003414697110825596,campaign,1920
3.2628415902720534e-05,canal,1920
0.0002495355580987935,candidate,1920
4.063161225621802e-05,capture,1920
4.4941025677332055e-05,captured,1920
0.0002462521954922304,car,1920
1.9084545150647862e-05,care,1920
2.9550263459067652e-05,career,1920
3.6937829323834573e-06,carey,1920
2.524085003795362e-05,carnegie,1920
2.0726226453929394e-05,carranza,1920
2.1547067105570167e-05,carrier,1920
1.3749080914982864e-05,carter,1920
1.0260508145509599e-06,carter s,1920
0.0003615803070477583,case,1920
6.423078099089011e-05,cash,1920
1.2312609774611522e-06,castro,1920
6.464120131671049e-05,catholic,1920
1.2312609774611522e-06,center,1920
0.00013995333110475096,central,1920
4.2888924048230125e-05,challenge,1920
5.5817164311572226e-05,chancellor,1920
0.00018181620433843014,change,1920
0.0005302630609599362,charge,1920
0.00012948761279633116,charged,1920
0.000334492565543613,chief,1920
6.977145538946528e-06,chief executive,1920
0.00019146108199520915,child,1920
8.824037005138256e-06,child s,1920
9.213936314667622e-05,china,1920
4.719833746934417e-06,china s,1920
9.562793591614947e-05,chinese,1920
0.00024112194141947564,church,1920
0.0013640319528640465,city,1920
9.932171884853294e-05,claim,1920
5.930573708104549e-05,cleveland,1920
6.977145538946528e-06,clinton,1920
0.0001208687859541031,close,1920
1.8879334987737666e-05,code,1920
6.135783871014742e-05,college,1920
3.632219883510399e-05,collision,1920
1.6006392706994973e-05,column,1920
0.0001695035945638186,come,1920
4.514623584024224e-06,comedy,1920
0.0001159437420442585,common,1920
3.2833626065630726e-06,common sense,1920
9.439667493868833e-06,communique,1920
0.00044448521286347587,company,1920
2.729295166705554e-05,company s,1920
5.5406743985751855e-05,concern,1920
1.436471140371344e-06,congo,1920
0.0003221799557690015,congress,1920
9.029247168048448e-06,consumer,1920
1.1491769122970752e-05,content,1920
0.00019966948851161685,control,1920
0.0007395774271283321,coolidge,1920
0.00016067955755868038,corporation,1920
4.1042032582038395e-06,correction,1920
0.00015329199169391346,cost,1920
0.00030042767850052115,country,1920
0.00020582579339892257,county,1920
0.0007383461661508709,court,1920
6.299952001342895e-05,credit,1920
0.00011984273513955215,crime,1920
9.31654139612272e-05,crisis,1920
3.119194476234919e-05,critic,1920
4.104203258203841e-07,critic s,1920
2.5446060200863808e-05,cuba,1920
1.6416813032815358e-05,cuban,1920
2.4625219549223045e-06,culture,1920
0.00030884129517983903,cut,1920
0.000215881091381522,d,1920
4.4941025677332055e-05,daily,1920
1.8468914661917278e-05,dance,1920
4.3299344374050516e-05,data,1920
3.878472079002629e-05,david,1920
0.00012764072133013944,davis,1920
0.00011943231481373177,dawes,1920
0.00013954291077893059,deal,1920
0.0003689678729125253,death,1920
0.00011963752497664197,debate,1920
0.0002509720292391649,debt,1920
6.361515050215952e-06,decade,1920
0.0002068518442134736,decision,1920
0.00031725491185915686,declares,1920
5.39702728453805e-05,decline,1920
0.0002335291653917985,democrat,1920
6.464120131671049e-05,demonstration,1920
9.070289200630488e-05,despite,1920
3.2012785413989954e-05,destroyer,1920
0.00014959820876152998,detective,1920
4.104203258203841e-07,digest,1920
0.00010239987129218584,director,1920
7.551733995095067e-05,doctor,1920
6.361515050215952e-06,dole,1920
1.6416813032815363e-06,dominican,1920
1.8468914661917278e-05,don,1920
9.029247168048448e-06,don t,1920
1.1696979285880944e-05,donald,1920
1.436471140371344e-06,dow,1920
1.1081348797150369e-05,dream,1920
3.139715492525938e-05,drowned,1920
2.893463297033707e-05,drug,1920
0.00032833626065630723,dry,1920
8.208406516407682e-07,dulles,1920
7.797986190587298e-06,dwight,1920
8.618826842228065e-06,dwyer,1920
0.0002515876597278954,e,1920
2.4830429712133235e-05,earlier,1920
4.945564926135628e-05,economic,1920
4.1042032582038395e-06,economist,1920
3.119194476234919e-05,economy,1920
0.00020254243079235952,effort,1920
1.621160286990517e-05,egypt,1920
0.00021403419991533032,election,1920
4.412018502569129e-05,electric,1920
0.0003796388013838552,end,1920
2.790858215578612e-05,enemy,1920
6.566725213126145e-06,energy,1920
0.00011204474894896484,enforcement,1920
1.313345042625229e-05,era,1920
0.0001522659408793625,europe,1920
5.479111349702128e-05,european,1920
0.00016232123886196191,executive,1920
0.00015575451364883576,expert,1920
3.3449256554361303e-05,eye,1920
0.00020500495274728184,f,1920
0.0001522659408793625,face,1920
4.3094134211140334e-05,fair,1920
0.00023127185359978644,fall,1920
0.00013010324328506176,family,1920
1.436471140371344e-05,fan,1920
0.00013277097540289424,far,1920
1.8468914661917287e-06,farley,1920
1.313345042625229e-05,fashion,1920
0.00014303148354840383,fear,1920
0.00010486239324710812,feb,1920
4.925043909844609e-06,fed,1920
0.0003749189676369209,federal,1920
3.6937829323834573e-06,festival,1920
0.0005019440584783298,fight,1920
7.592776027677105e-06,fighter,1920
7.346523832184875e-05,fighting,1920
3.468051753182245e-05,film,1920
0.0001411845920822121,final,1920
0.0001104030676456833,finance,1920
9.31654139612272e-05,financial,1920
3.550135818346322e-05,finding,1920
6.361515050215953e-05,fireman,1920
0.000113276009926426,firm,1920
0.00021239251861204875,flier,1920
0.00027375035732219615,flight,1920
1.436471140371344e-06,focus,1920
7.941633304624431e-05,foe,1920
6.895061473782452e-05,food,1920
2.2367907757210933e-05,football,1920
0.000334492565543613,force,1920
0.00012107399611701331,ford,1920
0.0001231260977461152,free,1920
1.436471140371344e-06,freeze,1920
9.2960203798317e-05,friday,1920
0.00018797250922573591,friend,1920
0.0002343500060434393,fund,1920
7.038708587819586e-05,future,1920
0.00011779063351045024,g,1920
4.719833746934417e-06,g o,1920
4.514623584024224e-06,g o p,1920
0.00010527281357292851,gain,1920
8.413616679317874e-05,game,1920
6.607767245708184e-05,gas,1920
9.234457330958639e-06,gay,1920
0.00011676458269589927,geneva,1920
0.0003886680485519037,german,1920
0.00029714431589395807,germany,1920
4.268371388531994e-05,giant,1920
0.0001957704954163232,girl,1920
2.0521016291019204e-07,global,1920
7.531212978804048e-05,gold,1920
0.00013543870752072675,good,1920
3.468051753182245e-05,gould,1920
0.0007223397734438759,government,1920
6.156304887305761e-07,governor lehman,1920
0.00018797250922573591,governor smith,1920
0.00032115390495445053,great,1920
2.442000938631285e-05,greece,1920
4.001598176748745e-05,greek,1920
0.00016437334049106383,group,1920
3.324404639145111e-05,growing,1920
1.1902189448791138e-05,growth,1920
9.152373265794564e-05,gun,1920
0.0012273619843658585,ha,1920
1.0260508145509599e-06,haig,1920
0.0002111612576345876,hall,1920
0.000169914014889639,hand,1920
1.0260508145509599e-06,hanoi,1920
6.566725213126145e-05,hard,1920
0.000332440463914511,harding,1920
1.9905385802288625e-05,harlem,1920
8.824037005138256e-06,harriman,1920
1.2312609774611522e-06,headline,1920
7.20287671814774e-05,health,1920
4.268371388531994e-05,hearst,1920
5.9921367569776073e-05,heart,1920
0.00014775131729533823,help,1920
0.00020377369176982068,high,1920
9.603835624196989e-05,history,1920
0.00017196611651874093,hit,1920
4.1042032582038395e-06,hitler,1920
0.00028360044514188533,hold,1920
4.925043909844609e-06,hollywood,1920
0.0005042013702703419,home,1920
0.00047403547632254357,hoover,1920
0.00024440530402603867,hope,1920
3.940035127875687e-05,horse,1920
0.0001703244352154594,hospital,1920
3.6937829323834573e-06,hostage,1920
0.0007172095193711211,house,1920
1.9905385802288625e-05,house representative,1920
9.644877656779027e-06,huerta,1920
0.00014056896159348153,hughes,1920
6.156304887305761e-07,humphrey,1920
0.0002645158999912375,hylan,1920
7.161834685565702e-05,ice,1920
5.273901186791935e-05,idea,1920
4.65827069806136e-05,increased,1920
1.7442863847366323e-05,india,1920
6.340994033924934e-05,indicted,1920
9.357583428704755e-05,industry,1920
0.0003197174338140792,inquiry,1920
1.313345042625229e-05,inside,1920
4.3094134211140334e-05,insurance,1920
4.1042032582038395e-06,intelligence,1920
1.8879334987737666e-05,invasion,1920
1.0670928471329987e-05,investor,1920
4.514623584024224e-06,iraq,1920
2.298353824594151e-05,iron,1920
0.00036055425623320736,issue,1920
0.00040077544816360505,j,1920
0.00015719098478920708,james,1920
0.00010301550178091641,japan,1920
8.434137695608893e-05,japanese,1920
5.1302540727548005e-06,jerome,1920
0.0001748390587994836,jersey,1920
6.156304887305761e-07,jet,1920
6.258909968760857e-05,job,1920
2.811379231869631e-05,john f,1920
8.844558021429276e-05,johnson,1920
5.951094724395569e-06,johnson s,1920
4.842959844680532e-05,jones,1920
1.2312609774611522e-06,jordan,1920
9.357583428704755e-05,jr,1920
0.0002320926942514272,judge,1920
0.00030145372931507207,jury,1920
0.0002119820982862284,justice,1920
1.6006392706994973e-05,kaiser,1920
6.464120131671049e-05,kansa,1920
0.00012148441644283369,kellogg,1920
3.898993095293649e-06,kennedy,1920
2.0521016291019204e-07,kicker,1920
9.665398673070044e-05,killing,1920
2.0521016291019198e-06,koch,1920
6.156304887305761e-07,korea,1920
1.0260508145509599e-06,korean,1920
0.00021813840317353413,l,1920
0.00011101869813441389,la,1920
1.9905385802288625e-05,laguardia,1920
8.208406516407682e-07,landon,1920
9.850087819689218e-06,lansing,1920
4.760875779516455e-05,latest,1920
1.3954291077893057e-05,latin,1920
0.0005078951532027253,law,1920
9.583314607905969e-05,le,1920
0.0001723765368445613,lead,1920
0.0006246597358986245,leader,1920
0.0004600811852446506,league,1920
0.00010670928471329984,league nation,1920
2.0521016291019204e-07,lebanon,1920
5.9921367569776073e-05,led,1920
4.90452289355359e-05,legal,1920
6.812977408618375e-05,legislative,1920
1.2312609774611521e-05,lehman,1920
6.074220822141684e-05,let,1920
4.165766307076898e-05,levy,1920
0.00026820968292362097,life,1920
9.78852477081616e-05,light,1920
9.706440705652083e-05,limit,1920
0.00012271567742029485,lindbergh,1920
2.872942280742688e-06,lindsay,1920
0.0003113038171347613,line,1920
0.00022101134545427685,liquor,1920
0.00010137382047763488,list,1920
0.0001489825782727994,little,1920
3.5296148020553024e-05,live,1920
0.0001374908091498287,loan,1920
7.777465174296278e-05,local,1920
0.0005087159938543661,london,1920
0.0002766232996029388,long,1920
6.033178789559646e-05,look,1920
2.524085003795362e-05,looking,1920
0.0001342074465432656,loss,1920
0.00014241585305967326,lost,1920
1.970017563937844e-05,love,1920
4.7403547632254357e-05,low,1920
9.644877656779027e-06,madrid,1920
4.4735815514421866e-05,main,1920
8.24944854898972e-05,major,1920
0.0004516675685653327,make,1920
1.1902189448791138e-05,maker,1920
0.00010445197292128774,making,1920
0.0004132932681011268,man,1920
8.947163102884373e-05,marine,1920
0.0001130707997635158,market,1920
4.535144600315244e-05,marshal,1920
2.0726226453929394e-05,marshall,1920
8.208406516407682e-07,mayor o,1920
1.2312609774611522e-06,mccarthy,1920
1.6416813032815363e-06,mcgovern,1920
6.1563048873057606e-06,meat,1920
5.335464235664994e-06,medium,1920
0.0002267572300157622,meet,1920
0.0001389272802902,mellon,1920
0.000730958600286104,men,1920
5.2123381379188784e-05,merger,1920
7.736423141714241e-05,met,1920
5.807447610358434e-05,metropolitan,1920
0.00010691449487621004,mexican,1920
2.0521016291019204e-07,middle east,1920
0.00010773533552785082,military,1920
0.0001159437420442585,miner,1920
0.0001333866058916248,money,1920
5.540674398575184e-06,moon,1920
8.618826842228065e-06,mortgage,1920
4.042640209330783e-05,movie,1920
0.0002452261446776795,murder,1920
3.4885727694732647e-05,museum,1920
2.708774150414535e-05,music,1920
1.1286558960060561e-05,musical,1920
6.977145538946529e-05,mussolini,1920
0.0002565127036377401,n,1920
0.00011266037943769541,n j,1920
5.643279480030281e-05,nationalist,1920
9.78852477081616e-05,need,1920
6.0536998058506654e-05,negro,1920
2.913984313324727e-05,net,1920
3.6937829323834573e-06,network,1920
1.4980341892444018e-05,neutral,1920
0.002255670110708831,new,1920
5.1302540727548005e-06,new deal,1920
8.454658711899912e-05,new jersey,1920
0.0009507386847629196,new york,1920
0.00014569921566623634,new york city,1920
0.00010691449487621004,news,1920
3.898993095293649e-06,nixon,1920
4.104203258203841e-07,nixon s,1920
0.00010629886438747949,nominee,1920
0.00015719098478920708,north,1920
6.156304887305761e-07,notebook,1920
9.850087819689218e-06,novel,1920
9.234457330958643e-05,number,1920
0.000423143355920816,o,1920
5.1302540727548005e-06,o p,1920
1.8674124824827474e-05,offensive,1920
0.00025835959510393184,offer,1920
0.0002530241308682668,oil,1920
0.00030986734599438995,old,1920
0.00024276362272275718,open,1920
5.109733056463781e-05,opera,1920
0.0001104030676456833,opinion,1920
0.00033531340619525376,order,1920
0.00010055297982599409,owner,1920
0.0001982330173712455,p,1920
6.812977408618375e-05,pacific,1920
1.2928240263342098e-05,page,1920
1.313345042625229e-05,palestine,1920
4.104203258203841e-07,palestinian,1920
3.119194476234919e-05,panic,1920
0.00019905385802288628,park,1920
0.0005337516337294095,party,1920
6.464120131671049e-05,past,1920
1.7442863847366323e-05,path,1920
0.00024255841255984697,pay,1920
0.00011081348797150371,payment,1920
0.000304531881758725,peace,1920
4.10420325820384e-05,peking,1920
0.00010506760341001832,pennsylvania,1920
6.156304887305761e-07,percent,1920
4.7813967958074735e-05,period,1920
2.3599168734672087e-05,pershing,1920
5.540674398575184e-06,petrograd,1920
4.4325395188601475e-05,pier,1920
2.0521016291019204e-07,pittsburg,1920
0.0009402729664545,plan,1920
0.00032669457935302566,plane,1920
8.208406516407682e-07,platt,1920
7.736423141714241e-05,play,1920
2.667732117832496e-05,player,1920
4.3299344374050516e-05,poland,1920
0.0006823237916763885,police,1920
0.0002766232996029388,policy,1920
3.940035127875687e-05,polish,1920
0.0001957704954163232,political,1920
6.566725213126145e-05,politics,1920
3.85795106271161e-05,pope,1920
0.0003086360850169288,power,1920
0.0013250420219111099,president,1920
2.0521016291019204e-07,president carter,1920
0.000230861433273966,president coolidge,1920
6.156304887305761e-07,president ford,1920
4.145245290785879e-05,president hoover,1920
8.208406516407682e-07,president johnson,1920
2.0521016291019204e-07,president nixon,1920
5.540674398575184e-06,president roosevelt,1920
3.878472079002629e-05,president wilson,1920
0.00010096340015181448,presidential,1920
3.016589394779823e-05,pressure,1920
0.00016150039821032113,price,1920
0.00014631484615496693,prince,1920
7.1823557018567215e-06,print,1920
0.00010198945096636544,prisoner,1920
0.0001028102916180062,private,1920
5.335464235664994e-06,pro,1920
0.00013728559898691848,problem,1920
3.2628415902720534e-05,production,1920
6.566725213126145e-05,profit,1920
0.0002078778950280245,program,1920
0.00021485504056697105,prohibition,1920
6.854019441200413e-05,project,1920
0.00011512290139261772,property,1920
7.941633304624431e-05,prosecutor,1920
0.0004052900717476293,public,1920
3.119194476234919e-05,push,1920
6.074220822141684e-05,quarter,1920
0.00016765670309762688,queen,1920
0.00022101134545427685,question,1920
5.335464235664994e-06,quotation,1920
0.0002078778950280245,r,1920
8.208406516407682e-07,r f,1920
0.0001596535067441294,race,1920
2.4625219549223045e-06,racial,1920
0.00020705705437638376,radio,1920
0.00010157903064054506,rail,1920
5.9100526918135304e-05,raise,1920
0.00016868275391217783,rate,1920
0.00014775131729533823,reach,1920
9.993734933726352e-05,real,1920
4.514623584024224e-06,reality,1920
0.00010239987129218584,rebel,1920
1.6416813032815363e-06,recession,1920
0.0003480364362956857,record,1920
2.442000938631285e-05,recovery,1920
7.1823557018567215e-06,red army,1920
0.00013318139572871462,reduction,1920
4.104203258203841e-07,regulator,1920
3.775866997547533e-05,reich,1920
0.0001621160286990517,relief,1920
0.0001641681303281536,reparation,1920
3.8989930952936494e-05,repeal,1920
0.0005975719943944793,report,1920
0.0007547629791836862,republican,1920
2.257311792012112e-06,retailer,1920
0.00029365574312448483,return,1920
6.258909968760857e-05,rev,1920
3.6116988672193794e-05,review,1920
8.208406516407682e-07,rhodesia,1920
0.0001980278072083353,right,1920
0.00013092408393670251,rise,1920
2.8524212644516687e-05,rising,1920
1.333866058916248e-05,risk,1920
6.833498424909394e-05,rival,1920
0.00012681988067849868,road,1920
7.900591272042393e-05,rockefeller,1920
2.3599168734672087e-05,role,1920
1.0260508145509599e-06,romney,1920
6.156304887305761e-07,ronald,1920
0.00015575451364883576,roosevelt,1920
9.029247168048448e-06,roosevelt s,1920
2.0726226453929394e-05,rose,1920
3.898993095293649e-06,rudolph,1920
0.0001715556961929205,rule,1920
0.00014015854126766115,run,1920
0.00010198945096636544,russia,1920
0.00010527281357292851,russian,1920
0.0039913376686032355,s,1920
1.826370449900709e-05,s new,1920
4.596707649188301e-05,safety,1920
1.6622023195725554e-05,said yesterday,1920
0.00012558861970103752,sale,1920
5.1302540727548005e-06,salvador,1920
5.0892120401727617e-05,samuel,1920
6.156304887305761e-07,satellite,1920
0.00011409685057806675,saturday,1920
4.453060535151167e-05,saving,1920
0.0014124615513108518,say,1920
4.10420325820384e-05,scandal,1920
9.78852477081616e-05,scene,1920
0.00013831164980146943,school,1920
8.208406516407682e-07,seabury,1920
9.870608835980236e-05,search,1920
3.2833626065630716e-05,season,1920
9.419146477577816e-05,secret,1920
4.7813967958074735e-05,secretary state,1920
3.898993095293649e-06,sector,1920
9.152373265794564e-05,security,1920
0.00023681252799836157,seek,1920
6.074220822141684e-05,seeking,1920
0.00014364711403713442,seen,1920
0.0006441547013750927,senate,1920
1.02605081455096e-05,sense,1920
0.0002206009251284564,sept,1920
6.361515050215952e-06,sept 11,1920
8.51622176077297e-05,series,1920
0.0002899619601921013,service,1920
0.0002556918629860992,set,1920
0.00011060827780859353,share,1920
2.011059596519882e-05,shell,1920
3.796388013838553e-05,shift,1920
2.9960683784888037e-05,shortage,1920
9.624356640488006e-05,sign,1920
5.314943219373974e-05,site,1920
9.111331233212526e-05,small,1920
0.0007090011128547134,smith,1920
3.1807575251079765e-05,social,1920
0.0001928975531355805,south,1920
1.4980341892444018e-05,space,1920
3.981077160457725e-05,spain,1920
2.0521016291019204e-07,sport time,1920
4.90452289355359e-05,st louis,1920
1.8058494336096897e-05,stadium,1920
6.628288261999203e-05,stage,1920
6.812977408618375e-05,standard,1920
6.382036066506972e-05,star,1920
0.0002739555674851064,start,1920
0.0015996132198849468,state,1920
0.00031089339680894087,statement,1920
8.824037005138257e-05,steel,1920
0.00013030845344797195,step,1920
3.0781524436528803e-06,stevenson,1920
3.1807575251079765e-05,stimson,1920
0.00010075818998890429,stop,1920
7.756944158005258e-05,store,1920
0.00016067955755868038,story,1920
0.00035911778509283606,strike,1920
4.165766307076898e-05,struggle,1920
7.67486009284118e-05,student,1920
7.921112288333412e-05,study,1920
1.0260508145509599e-06,sub,1920
1.8674124824827474e-05,subcommittee,1920
5.499632365993146e-05,submarine,1920
0.00015247115104227268,subway,1920
6.812977408618375e-05,success,1920
1.2312609774611522e-06,suez,1920
1.0670928471329987e-05,summary,1920
6.566725213126145e-05,summer,1920
1.3543870752072675e-05,sunk,1920
0.00017114527586710018,support,1920
5.951094724395569e-06,syria,1920
0.0003773814895918431,t,1920
2.1547067105570167e-05,taft,1920
8.023717369788508e-05,taking,1920
0.00020418411209564103,talk,1920
0.0001459044258291465,tammany,1920
2.2573117920121122e-05,tank,1920
0.0001727869571703817,tariff,1920
0.0004153453697302287,tax,1920
2.8524212644516687e-05,teacher,1920
1.6416813032815363e-06,teamster,1920
4.104203258203841e-07,tech,1920
2.4625219549223045e-06,technology,1920
4.925043909844609e-06,television,1920
0.00044776857547003894,tell,1920
3.488572769473265e-06,terrorist,1920
0.0001342074465432656,test,1920
2.872942280742688e-06,teuton,1920
7.572255011386085e-05,texas,1920
9.78852477081616e-05,thomas,1920
0.00015390762218264403,thousand,1920
7.264439767020798e-05,threat,1920
8.803515988847237e-05,thursday,1920
2.749816182996573e-05,tie,1920
0.0005723311443565256,time,1920
3.6937829323834557e-05,title,1920
6.156304887305761e-07,tito,1920
3.8169090301295724e-05,ton,1920
4.3914974862781103e-05,track,1920
0.00014097938191930194,trade,1920
0.00010958222699404256,traffic,1920
0.0002228582369204685,transit,1920
3.6937829323834573e-06,trench,1920
2.647211101541477e-05,trolley,1920
0.00020521016291019203,troop,1920
6.833498424909394e-05,trouble,1920
2.031580612810901e-05,truce,1920
1.436471140371344e-06,trump,1920
0.00010137382047763488,trust,1920
9.193415298376604e-05,try,1920
4.9250439098446084e-05,trying,1920
9.54227257532393e-05,turn,1920
0.00017442863847366323,u,1920
5.5817164311572226e-05,u s,1920
8.208406516407682e-07,u-boat,1920
6.566725213126145e-06,unemployment,1920
0.0002339395857176189,union,1920
3.960556144166706e-05,unit,1920
0.00010075818998890429,university,1920
0.00013318139572871462,use,1920
9.911650868562275e-05,used,1920
2.2573117920121122e-05,using,1920
2.2573117920121122e-05,utility,1920
4.88400187726257e-05,v,1920
4.453060535151167e-05,vanderbilt,1920
6.464120131671049e-05,veto,1920
0.00021608630154443218,view,1920
1.1081348797150369e-05,villa,1920
3.8374300464205906e-05,voice,1920
3.755345981256514e-05,von,1920
0.0004789605202323882,vote,1920
4.90452289355359e-05,voter,1920
0.00032956752163376836,w,1920
6.033178789559646e-05,wa learned,1920
2.298353824594151e-05,wagner,1920
0.00023640210767254122,walker,1920
0.00011676458269589927,wall,1920
6.279430985051876e-05,wall street,1920
9.644877656779027e-06,wallace,1920
0.0002228582369204685,want,1920
0.0005399079386167152,war,1920
4.699312730643397e-05,warship,1920
0.0009357583428704756,washington,1920
4.4941025677332055e-05,washington april,1920
3.6937829323834557e-05,washington dec,1920
2.667732117832496e-05,washington feb,1920
5.2328591542098966e-05,washington jan,1920
3.755345981256514e-05,washington july,1920
3.734824964965495e-05,washington june,1920
4.350455453696071e-05,washington march,1920
5.335464235664993e-05,washington nov,1920
3.8169090301295724e-05,washington oct,1920
3.8169090301295724e-05,washington sept,1920
5.2328591542098966e-05,watch,1920
0.0003326456740774213,way,1920
8.208406516407682e-07,web,1920
2.011059596519882e-05,welfare,1920
0.0002983755768714192,west,1920
7.079750620401625e-05,western,1920
0.00011389164041515657,wet,1920
1.3749080914982864e-05,wheel,1920
0.00024871471744715266,white,1920
0.0001317449245883433,white house,1920
1.9084545150647862e-05,whitman,1920
0.00022183218610591758,wilson,1920
3.6937829323834557e-05,wilson s,1920
0.0002247051283866603,win,1920
4.5146235840242244e-05,wireless,1920
0.0005200025528144267,woman,1920
0.00017524947912530398,won,1920
0.00010198945096636544,word,1920
0.0003829221639904183,work,1920
0.00017935368238350784,worker,1920
4.104203258203841e-07,world business,1920
2.113664677974978e-05,writer,1920
3.85795106271161e-05,yacht,1920
0.00012292088758320504,year old,1920
0.001501727972176785,yesterday,1920
0.0009716701213797592,york,1920
0.0001467252664807873,york city,1920
0.00015575451364883576,young,1920
3.6937829323834573e-06,yugoslav,1920
1.8200707056103887e-05,-,1900
9.451958096181222e-05,11,1900
2.0682621654663503e-07,2000,1900
2.647375571796929e-05,29,1900
9.55537120445454e-05,9,1900
0.0001975190368020365,accident,1900
0.00010879058990353004,according,1900
2.0682621654663503e-07,acheson,1900
0.00016897701891860082,act,1900
0.000303207233457367,action,1900
3.102393248199526e-06,ad,1900
2.4612319769049568e-05,add,1900
9.038305663087952e-05,advance,1900
3.805602384458085e-05,aeroplane,1900
2.4819145985596212e-06,afghan,1900
4.736320358917943e-05,age,1900
1.758022840646398e-05,agency,1900
0.00018076611326175903,aid,1900
1.1582268126611564e-05,aim,1900
6.204786496399053e-07,algerian,1900
1.5098313807904362e-05,allied,1900
3.95038073604073e-05,ally,1900
1.2409572992798106e-06,amazon,1900
0.00015036265942940368,america,1900
0.0005940048939219358,american,1900
1.758022840646398e-05,amid,1900
3.722871897839431e-06,analysis,1900
5.584307846759147e-06,apple,1900
6.411612712945688e-06,armistice,1900
0.00022254500900417928,army,1900
5.6670383333778014e-05,art,1900
0.0001096178947697166,arthur,1900
2.1716752737396686e-05,artillery,1900
3.226488978127507e-05,artist,1900
6.618438929492323e-06,asia,1900
4.301985304170009e-05,assault,1900
2.2544057603583226e-05,associated,1900
0.00014333056806681808,association,1900
2.0682621654663503e-07,atomic,1900
0.0002527416366199881,attack,1900
8.562605365030692e-05,attorney general,1900
2.647375571796929e-05,austria,1900
2.688740815106256e-05,austrian,1900
2.1716752737396686e-05,average,1900
7.238917579132228e-06,aviator,1900
0.0002332999722646044,away,1900
2.0682621654663503e-07,axis,1900
0.0003048618431897401,b,1900
7.818030985462805e-05,bad,1900
0.00012595716587690076,badly,1900
8.273048661865401e-07,ballet,1900
0.00014291691563372483,baltimore,1900
3.061028004890199e-05,bandit,1900
0.0003865581987256609,bank,1900
0.00010879058990353004,banker,1900
3.453997816328805e-05,banking,1900
1.096178947697166e-05,base,1900
